_id,chinese_name,english_name,country
1971,浙江工业大学,Zhejiang University of Technology,China
1972,浙江理工大学,Zhejiang Sci-Tech University,China
1973,浙江海洋大学,Zhejiang Ocean University,China
1974,浙江农林大学,Zhejiang A & F University,China
1975,温州医科大学,Wenzhou Medical University,China
1976,浙江中医药大学,Zhejiang Chinese Medical University,China
1977,浙江师范大学,Zhejiang Normal University,China
1978,杭州师范大学,Hangzhou Normal University,China
1979,湖州师范学院,Huzhou University,China
1980,绍兴文理学院,Shaoxing University,China
1981,台州学院,Taizhou University,China
1982,温州大学,Wenzhou University,China
1983,丽水学院,Lishui University,China
1984,浙江工商大学,Zhejiang Gongshang University,China
1985,嘉兴大学,Jiaxing University,China
1986,中国美术学院,China Academy of Art,China
1987,中国计量大学,China Jiliang University,China
1988,浙江万里学院,Zhejiang Wanli University,China
1989,浙江科技大学,Zhejiang University of Science and Technology,China
1990,宁波工程学院,Ningbo University of Technology,China
1991,浙江水利水电学院,Zhejiang Institute of Water Resources and Hydropower,China
1992,浙江财经大学,Zhejiang University of Finance and Economics,China
1993,浙江警察学院,Zhejiang Police College,China
1994,衢州学院,Quzhou University,China
1995,宁波大学,Ningbo University,China
1996,浙江传媒学院,Communication University of Zhejiang,China
1997,浙江树人学院,Zhejiang Shuren University,China
1998,浙江越秀外国语学院,Zhejiang Yuexiu University of Foreign Languages,China
1999,宁波财经学院,Ningbo University of Finance and Economics (Formerly Ningbo Dahongying University),China
2000,浙大城市学院,Zhejiang University City College,China
2001,浙大宁波理工学院,NingboTech University,China
2002,杭州医学院,Hangzhou Medical College,China
2003,浙江广厦建设职业技术大学,Zhejiang Guangsha Construction Vocational and Technical College,China
2004,浙江工业大学之江学院,Zhijiang College of Zhejiang University of Technology,China
2005,浙江师范大学行知学院,Zhejiang Normal University Xingzhi College,China
2006,宁波大学科学技术学院,College of Science and Technology  Ningbo University,China
2007,杭州电子科技大学信息工程学院,Hangzhou Dianzi University Information Engineering School,China
2008,浙江理工大学科技与艺术学院,Zhejiang Sci-Tech University College of Science  Technology and Art,China
2009,浙江农林大学暨阳学院,Jiyang College of Zhejiang Agriculture and Forestry University,China
2010,温州医科大学仁济学院,Wenzhou Medical University Renii College,China
2011,浙江中医药大学滨江学院,Zhejiang Chinese Medical University Binjiang Institute,China
2012,杭州师范大学钱江学院,Hangzhou Normal University Qianjiang College,China
2013,湖州学院,Huzhou College,China
2014,绍兴理工学院,Shaoxing University,China
2015,温州理工学院,Wenzhou Institute of Technology,China
2016,浙江工商大学杭州商学院,Zhejiang Gongshang University Hangzhou College of Commerce,China
2017,嘉兴南湖学院,Jiaxing Nanhu University,China
2018,中国计量大学现代科技学院,China Jiliang University College of Modern Science and Technology,China
2019,浙江财经大学东方学院,Oriental Institute of Zhejiang University of Finance and Economics,China
2020,温州商学院,Wenzhou Business College,China
2021,同济大学浙江学院,Tongji Zhejiang College,China
2022,上海财经大学浙江学院,Shanghai University of Finance and Economics Zhejiang College,China
2023,浙江外国语学院,Zhejiang International Studies University,China
2024,浙江音乐学院,Zhejiang Conservatory of Music,China
2025,西湖大学,Westlake University (Formerly Westlake Institute for Advanced),China
2026,浙江药科职业大学,Zhejiang Pharmaceutical University,China
2027,金华职业技术大学,Jinhua Polytechnic,China
2028,浙江机电职业技术大学,Zhejiang Institute of Mechanical & Electrical Engineering,China
2029,宁波诺丁汉大学,University of Nottingham Ningbo China,China
2030,温州肯恩大学,Wenzhou-Kean University,China
2031,宁波职业技术大学,Ningbo Polytechnic,China
2032,杭州职业技术大学,Hangzhou Vocational & Technical College,China
2033,宁波东方理工大学,Ningbo Institute of Technology  East China Sea University,China
2034,温州职业技术学院,Wenzhou Vocational and Technical College,China
2035,浙江交通职业技术学院,Zhejiang Institute of Communications,China
2036,宁波城市职业技术学院,Ningbo City College of Vocational Technology,China
2037,浙江电力职业技术学院,Professional and Technological College of Zhejiang Electric Power,China
2038,浙江同济科技职业学院,Zhejiang Tongji Vocational College of Science and Technology,China
2039,浙江工商职业技术学院,Zhejiang Business Technology Institute,China
2040,台州职业技术学院,Taizhou Vocational and Technical College,China
2041,浙江工贸职业技术学院,Zhejiang Industry and Trade Polytechnic,China
2042,浙江建设职业技术学院,Zhejiang College of Construction,China
2043,浙江艺术职业学院,Zhejiang Vocational Academy of Art,China
2044,浙江经贸职业技术学院,Zhejiang Institute of Economics and Trade,China
2045,浙江商业职业技术学院,Zhejiang Vocational College of Commerce,China
2046,浙江经济职业技术学院,Zhejiang Technical Institute of Economics,China
2047,浙江旅游职业学院,Tourism College of Zhejiang,China
2048,浙江育英职业技术学院,Zhejiang Yuying College of Vocational and Technology,China
2049,浙江警官职业学院,Zhejiang Police Vocational Academy,China
2050,浙江金融职业学院,Zhejiang Financial College,China
2051,浙江工业职业技术学院,Zhejiang Industry Polytechnic College,China
2052,嘉兴职业技术学院,Jiaxing Vocational and Technical College,China
2053,湖州职业技术学院,Huzhou Vocational and Technical College,China
2054,绍兴职业技术学院,Shaoxing Vocational and Technical College,China
2055,衢州职业技术学院,Quzhou Vocational and Technical College,China
2056,丽水职业技术学院,Lishui Vocational College of Science and Technology,China
2057,浙江东方职业技术学院,Zhejiang Dongfang Polytechnic,China
2058,义乌工商职业技术学院,Yiwu Industrial and Commercial College,China
2059,浙江纺织服装职业技术学院,Zhejiang Fashion Institute of Technology,China
2060,杭州科技职业技术学院,Hangzhou Polytechnic,China
2061,浙江长征职业技术学院,Zhejiang Changzheng Vocational and Technical College,China
2062,嘉兴南洋职业技术学院,Jiaxing Nanyang Polytechnic Institute,China
2063,杭州万向职业技术学院,Hangzhou Wanxiang Polytechnic,China
2064,浙江邮电职业技术学院,Zhejiang Post and Telecommunication College,China
2065,宁波卫生职业技术学院,Ningbo College of Health Sciences,China
2066,台州科技职业学院,Taizhou Vocational College of Science and Technology,China
2067,浙江国际海运职业技术学院,Zhejiang International Maritime College,China
2068,浙江体育职业技术学院,Zhejiang College of Sports,China
2069,温州科技职业学院,Wenzhou Vocational College of Science & Technology,China
2070,浙江汽车职业技术学院,Zhejiang Automotive Vocational and Technical College,China
2071,浙江横店影视职业学院,Zhejiang Hengdian College of Film & Television,China
2072,浙江农业商贸职业学院,Zhejiang Agricultural Business College,China
2073,浙江特殊教育职业学院,Zhejiang Vocational College of Special Education,China
2074,浙江安防职业技术学院,Zhejiang College of Security Technology,China
2075,浙江宇翔职业技术学院,Zhejiang Yuxiang Vocational and Technical College,China
2076,浙江金华科贸职业技术学院,Zhejiang Jinhua College of Economics and Trade,China
2077,浙江舟山群岛新区旅游与健康职业学院,Zhoushan Tourism and Health College,China
2078,宁波幼儿师范高等专科学校,Ningbo Preschool Education College,China
2079,湖州健康职业学院,Huzhou Health College,China
2080,安徽大学,Anhui University,China
2081,中国科学技术大学,University of Science and Technology of China,China
2082,合肥工业大学,Hefei University of Technology,China
2083,安徽工业大学,Anhui University of Technology,China
2084,安徽理工大学,Anhui University of Science and Technology,China
2085,安徽工程大学,Anhui Polytechnic University,China
2086,安徽农业大学,Anhui Agricultural University,China
2087,安徽医科大学,Anhui Medical University,China
2088,蚌埠医科大学,Bengbu Medical University,China
2089,皖南医学院,Wannan Medical College,China
2090,安徽中医药大学,Anhui University of Chinese Medicine,China
2091,安徽师范大学,Anhui Normal University,China
2092,阜阳师范大学,Fuyang Normal University,China
2093,安庆师范大学,Anqing Normal University,China
2094,淮北师范大学,Huaibei Normal University,China
2095,黄山学院,Huangshan University,China
2096,皖西学院,West Anhui University,China
2097,滁州学院,Chuzhou University,China
2098,安徽财经大学,Anhui University of Finance and Economics,China
2099,宿州学院,Suzhou University,China
2100,巢湖学院,Chaohu University,China
2101,淮南师范学院,Huainan Normal University,China
2102,铜陵学院,Tongling University,China
2103,安徽建筑大学,Anhui Jianzhu University,China
2104,安徽科技学院,Anhui Science and Technology University,China
2105,安徽三联学院,Anhui Sanlian University,China
2106,合肥大学,Hefei University,China
2107,蚌埠学院,Bengbu University,China
2108,池州学院,Chizhou University,China
2109,安徽新华学院,Anhui Xinhua University,China
2110,安徽文达信息工程学院,Anhui Wenda College of Information Engineering,China
2111,亳州学院,Bozhou University,China
2112,安徽外国语学院,Anhui International Studies University,China
2113,蚌埠工商学院,Bengbu University of Finance and Commerce,China
2114,合肥理工学院,Hefei University of Technology,China
2115,安徽信息工程学院,Anhui University of Information Engineering,China
2116,马鞍山学院,Ma'anshan Institute of Technology,China
2117,合肥城市学院,Hefei City University,China
2118,合肥经济学院,Hefei University of Economics,China
2119,芜湖学院,Wuhu Institute of Technology,China
2120,安徽医科大学临床医学院,Clinical Medical College of Anhui Medical University,China
2121,阜阳理工学院,Fuyang Institute of Technology,China
2122,淮北理工学院,Huaibei Institute of Technology,China
2123,合肥师范学院,Hefei Normal University,China
2124,皖江工学院,WanjIang Institute of Technology,China
2125,安徽艺术学院,Anhui University of the Arts,China
2126,安徽公安学院,Anhui Police Academy,China
2127,安徽职业技术大学,Anhui Vocational and Technical College,China
2128,芜湖职业技术大学,Wuhu Polytechnic College,China
2129,安徽第二医学院,The Second Medical College of Anhui,China
2130,淮北职业技术学院,Huaibei Vocational & Technical College,China
2131,淮南联合大学,Huainan United University,China
2132,安徽商贸职业技术学院,Anhui Business and Trade Vocational College,China
2133,安徽水利水电职业技术学院,Anhui Water Conservancy and Hydropower Vocational College,China
2134,阜阳职业技术学院,Fuyang Vocational and Technical College,China
2135,铜陵职业技术学院,Tongling Vocational and Technical College,China
2136,民办万博科技职业学院,Wanbo Science and Technology Vocational College,China
2137,安徽警官职业学院,Anhui Police Vocational College,China
2138,淮南职业技术学院,Huainan Vocational and Technical College,China
2139,安徽工业经济职业技术学院,Anhui Vocational College of Industry and Economics,China
2140,合肥通用职业技术学院,Hefei General Vocational & Technical College,China
2141,安徽工贸职业技术学院,Anhui Vocational College of Industry and Trade,China
2142,宿州职业技术学院,Suzhou Vocational and Technical College,China
2143,六安职业技术学院,Lu'an Vocational and Technical College,China
2144,安徽电子信息职业技术学院,Anhui Vocational College of Electronic Information Technology,China
2145,民办合肥经济技术职业学院,Hefei Vocational College of Economics and Technology,China
2146,安徽交通职业技术学院,Anhui Communications Vocational and Technical College,China
2147,安徽体育运动职业技术学院,Anhui Sport Vocational College,China
2148,安徽中医药高等专科学校,Anhui College of Traditional Chinese Medicine,China
2149,合肥职业技术学院,Hefei Vocational and Technical College,China
2150,滁州职业技术学院,Chuzhou Vocational and Technical College,China
2151,池州职业技术学院,Chizhou Vocational and Technical College,China
2152,宣城职业技术学院,Xuancheng Vocational and Technical College,China
2153,安徽广播影视职业技术学院,Anhui Radio and Television Vocational College,China
2154,民办合肥滨湖职业技术学院,Hefei Binhu Vocational College,China
2155,安徽电气工程职业技术学院,Anhui Vocational College of Electrical Engineering,China
2156,安徽冶金科技职业学院,Anhui Metallurgical Science and Technology Vocational College,China
2157,安徽城市管理职业学院,Anhui Urban Management Vocational College,China
2158,安徽机电职业技术学院,Anhui Vocational College of Mechanical and Electrical Technology,China
2159,安徽工商职业学院,Anhui Business College,China
2160,安徽中澳科技职业学院,Anhui Sino-Australian Vocational College of Science and Technology,China
2161,阜阳科技职业学院,Fuyang Vocational College of Science and Technology,China
2162,亳州职业技术学院,Bozhou Vocational and Technical College,China
2163,安徽国防科技职业学院,Anhui Vocational College of National Defense Science and Technology,China
2164,安庆职业技术学院,Anqing Vocational and Technical College,China
2165,安徽艺术职业学院,Anhui Art College,China
2166,马鞍山师范高等专科学校,Ma'anshan Normal College,China
2167,安徽财贸职业学院,Anhui Vocational College of Finance and Trade,China
2168,安徽国际商务职业学院,Anhui International Business Vocational College,China
2169,安徽公安职业学院,Anhui Public Security Vocational College,China
2170,安徽林业职业技术学院,Anhui Forestry Technical College,China
2171,安徽审计职业学院,Anhui Vocational College of Audit,China
2172,安徽新闻出版职业技术学院,Anhui Vocational College of Press and Publication,China
2173,安徽邮电职业技术学院,Anhui Posts and Telecommunications College,China
2174,安徽工业职业技术学院,Anhui Polytechnic College,China
2175,民办合肥财经职业学院,Hefei Finance and Economics Vocational College,China
2176,安庆医药高等专科学校,Anqing Medical College,China
2177,安徽涉外经济职业学院,Anhui Foreign Economic Vocational College,China
2178,安徽绿海商务职业学院,Anhui Lvhhai Business Vocational College,China
2179,合肥共达职业技术学院,Hefei Gongda Vocational and Technical College,China
2180,蚌埠经济技术职业学院,Bengbu Vocational College of Economics and Technology,China
2181,民办安徽旅游职业学院,Anhui Tourism Vocational College,China
2182,徽商职业学院,Hui Business Vocational College,China
2183,马鞍山职业技术学院,Ma'anshan Vocational and Technical College,China
2184,安徽现代信息工程职业学院,Anhui Modern Information Engineering Vocational College,China
2185,安徽矿业职业技术学院,Anhui Vocational College of Mining Technology,China
2186,合肥信息技术职业学院,Hefei University of Information Technology,China
2187,桐城师范高等专科学校,Tongcheng Normal College,China
2188,黄山职业技术学院,Huangshan Vocational and Technical College,China
2189,滁州城市职业学院,Chuzhou City Vocational College,China
2190,安徽汽车职业技术学院,Anhui Vocational College of Automotive Technology,China
2191,皖西卫生职业学院,Wanxi Health Vocational College,China
2192,合肥幼儿师范高等专科学校,Hefei Preschool Education College,China
2193,安徽扬子职业技术学院,Anhui Yangzi Vocational and Technical College,China
2194,安徽黄梅戏艺术职业学院,Anhui Huangmei Opera Art Vocational College,China
2195,安徽粮食工程职业学院,Anhui Vocational College of Food Engineering,China
2196,安徽卫生健康职业学院,Anhui Health Vocational College,China
2197,合肥科技职业学院,Hefei Vocational College of Science and Technology,China
2198,皖北卫生职业学院,Wanbei Health Vocational College,China
2199,阜阳幼儿师范高等专科学校,Fuyang Preschool Education College,China
2200,黄山健康职业学院,Huangshan Health Vocational College,China
2201,宿州航空职业学院,Suzhou Aviation Vocational College,China
2202,芜湖医药健康职业学院,Wuhu Medicine and Health Vocational College,China
2203,芜湖航空职业学院,Wuhu Aviation Vocational College,China
2204,蚌埠城市轨道交通职业学院,Bengbu City Rail Transit Vocational College,China
2205,六安应用科技职业学院,Lu'an Applied Science and Technology Vocational College,China
2206,厦门大学,Xiamen University,China
2207,华侨大学,Huaqiao University,China
2208,福州大学,Fuzhou University,China
2209,福建理工大学,Fujian University of Technology,China
2210,福建农林大学,Fujian Agriculture and Forestry University,China
2211,集美大学,Jimei University,China
2212,福建医科大学,Fujian Medical University,China
2213,福建中医药大学,Fujian University of Traditional Chinese Medicine,China
2214,福建师范大学,Fujian Normal University,China
2215,闽江学院,Minjiang University,China
2216,武夷学院,Wuyi University,China
2217,宁德师范学院,Ningde Normal University,China
2218,泉州师范学院,Quanzhou Normal University,China
2219,闽南师范大学,Minnan Normal University,China
2220,厦门理工学院,Xiamen University of Technology,China
2221,三明学院,Sanming University,China
2222,龙岩学院,Longyan University,China
2223,福建商学院,Fujian Business University,China
2224,福建警察学院,Fujian Police Academy,China
2225,莆田学院,Putian University,China
2226,仰恩大学,Yang En University,China
2227,厦门医学院,Xiamen Medical College,China
2228,厦门华厦学院,Xiamen Huaxia University,China
2229,闽南理工学院,Minnan University of Science and Technology,China
2230,泉州职业技术大学,Quanzhou University of Technology,China
2231,闽南科技学院,Minnan Science and Technology University,China
2232,福州工商学院,Fuzhou University of International Studies and Trade,China
2233,厦门工学院,Xiamen Institute of Technology,China
2234,阳光学院,Sunshine College,China
2235,厦门大学嘉庚学院,Xiamen University Tan Kah Kee College,China
2236,福州大学至诚学院,Fuzhou University Zhicheng College,China
2237,集美大学诚毅学院,Jimei University Chengyi College,China
2238,福建师范大学协和学院,Fujian Normal University Minjiang College,China
2239,福州外语外贸学院,Fuzhou University of International Studies and Trade,China
2240,福建江夏学院,Fujian Jiangxia University,China
2241,泉州信息工程学院,Quanzhou Institute of Information Technology,China
2242,福州理工学院,Fuzhou Institute of Technology,China
2243,福建农林大学金山学院,Fujian Agriculture and Forestry University Jinshan College,China
2244,福建技术师范学院,Fujian University of Technology,China
2245,福建福耀科技大学,Fujian Fuyao University of Science and Technology,China
2246,黎明职业大学,Liming Vocational University,China
2247,福建船政交通职业学院,Fujian Chuanzheng Communications College,China
2248,漳州职业技术学院,Zhangzhou Vocational and Technical College,China
2249,闽西职业技术学院,Minxi Vocational and Technical College,China
2250,福建华南女子职业学院,Fujian Women's College,China
2251,福州职业技术学院,Fuzhou Polytechnic Vocational College,China
2252,福建林业职业技术学院,Fujian Forestry Vocational and Technical College,China
2253,福建信息职业技术学院,Fujian Vocational College of Information Technology,China
2254,福建水利电力职业技术学院,Fujian Water Conservancy and Electric Power Vocational College,China
2255,福建电力职业技术学院,Fujian Electric Power Vocational College,China
2256,厦门海洋职业技术学院,Xiamen Ocean Vocational College,China
2257,福建农业职业技术学院,Fujian Vocational College of Agriculture,China
2258,福建卫生职业技术学院,Fujian Health College,China
2259,泉州医学高等专科学校,Quanzhou Medical College,China
2260,福州英华职业学院,Fuzhou Yinhua Vocational College,China
2261,泉州纺织服装职业学院,Quanzhou Textile and Garment Vocational College,China
2262,泉州华光职业学院,Quanzhou Huaguang Vocational College,China
2263,闽北职业技术学院,Minbei Vocational and Technical College,China
2264,福州黎明职业技术学院,Fuzhou Liming Vocational and Technical College,China
2265,厦门演艺职业学院,Xiamen Academy of Performing Arts,China
2266,厦门华天涉外职业技术学院,Xiamen Huatian College,China
2267,福州科技职业技术学院,Fuzhou Technology and Business College,China
2268,泉州经贸职业技术学院,Quanzhou Institute of Business and Trade,China
2269,湄洲湾职业技术学院,Meizhou Bay Vocational and Technical College,China
2270,福建生物工程职业技术学院,Fujian Vocational College of Bioengineering Technology,China
2271,福建艺术职业学院,Fujian Vocational College of Art,China
2272,福建幼儿师范高等专科学校,Fujian Preschool Education College,China
2273,厦门城市职业学院,Xiamen City University,China
2274,泉州工艺美术职业学院,Quanzhou Arts and Crafts Vocational College,China
2275,三明医学科技职业学院,Sanming Vocational College of Medical Technology,China
2276,宁德职业技术学院,Ningde Vocational and Technical College,China
2277,福州软件职业技术学院,Fuzhou Software Vocational and Technical College,China
2278,厦门兴才职业技术学院,Xiamen Xingcai Vocational and Technical College,China
2279,厦门软件职业技术学院,Xiamen Software Vocational College,China
2280,福建体育职业技术学院,Fujian Sport Vocational College,China
2281,漳州城市职业学院,Zhangzhou City Vocational College,China
2282,厦门南洋职业学院,Xiamen Nanyang College,China
2283,厦门东海职业技术学院,Xiamen Donghai Vocational and Technical College,China
2284,漳州科技职业学院,Zhangzhou Vocational College of Science and Technology,China
2285,漳州理工职业学院,Zhangzhou Institute of Technology,China
2286,武夷山职业学院,Wuyishan Vocational College,China
2287,漳州卫生职业学院,Zhangzhou Health Vocational College,China
2288,泉州海洋职业学院,Quanzhou Maritime Vocational College,China
2289,泉州轻工职业学院,Quanzhou Light Industry Vocational College,China
2290,厦门安防科技职业学院,Xiamen Academy of Security Technology,China
2291,泉州幼儿师范高等专科学校,Quanzhou Preschool Education College,China
2292,闽江师范高等专科学校,Minjiang Teachers College,China
2293,泉州工程职业技术学院,Quanzhou Institute of Engineering Technology,China
2294,福州墨尔本理工职业学院,Fuzhou Melbourne Polytechnic,China
2295,集美工业职业学院,Jimei Institute of Technology,China
2296,南昌大学,Nanchang University,China
2297,华东交通大学,East China Jiaotong University,China
2298,东华理工大学,East China University of Technology,China
2299,南昌航空大学,Nanchang Hangkong University,China
2300,江西理工大学,Jiangxi University of Science and Technology,China
2301,景德镇陶瓷大学,Jingdezhen Ceramic Institute,China
2302,江西农业大学,Jiangxi Agricultural University,China
2303,江西中医药大学,Jiangxi University of Traditional Chinese Medicine,China
2304,赣南医科大学,Gannan Medical University,China
2305,江西师范大学,Jiangxi Normal University,China
2306,上饶师范学院,Shangrao Normal University,China
2307,宜春学院,Yichun University,China
2308,赣南师范大学,Gannan Normal University,China
2309,井冈山大学,Jinggangshan University,China
2310,江西财经大学,Jiangxi University of Finance and Economics,China
2311,江西科技学院,Jiangxi University of Technology,China
2312,景德镇学院,Jingdezhen University,China
2313,萍乡学院,Pingxiang University,China
2314,江西科技师范大学,Jiangxi Science and Technology Normal University,China
2315,江西水利电力大学,Jiangxi University of Water Conservancy and Electric Power,China
2316,江西警察学院,Jiangxi Police Institute,China
2317,新余学院,Xinyu University,China
2318,九江学院,Jiujiang University,China
2319,江西工程学院,Jiangxi College of Engineering,China
2320,南昌理工学院,Nanchang Institute of Technology,China
2321,江西应用科技学院,Jiangxi University of Applied Science,China
2322,江西服装学院,Jiangxi Institute of Fashion Technology,China
2323,南昌职业大学,Nanchang Vocational University,China
2324,南昌工学院,Nanchang Institute of Technology,China
2325,南昌大学科学技术学院,College of Science and Technology  Nanchang University,China
2326,南昌大学共青学院,Gongqing College  Nanchang University,China
2327,南昌交通学院,Nanchang Jiaotong Institute,China
2328,赣东学院,Gandong University,China
2329,南昌航空大学科技学院,Science and Technology College  Nanchang Hangkong University,China
2330,赣南科技学院,Gannan University of Science and Technology,China
2331,景德镇艺术职业大学,Jingdezhen Vocational University of Art,China
2332,江西农业大学南昌商学院,Nanchang Business College  Jiangxi Agricultural University,China
2333,南昌医学院,Nanchang Medical College,China
2334,江西师范大学科学技术学院,Science and Technology College  Jiangxi Normal University,China
2335,赣南师范大学科技学院,Science and Technology College  Gannan Normal University,China
2336,南昌应用技术师范学院,Nanchang Institute of Applied Technology,China
2337,江西财经大学现代经济管理学院,Modern Economics and Management College  Jiangxi University of Finance and Economics,China
2338,豫章师范学院,Yuzhang Normal University,China
2339,江西软件职业技术大学,Jiangxi Software Vocational and Technical University,China
2340,南昌师范学院,Nanchang Normal University,China
2341,江西飞行学院,Jiangxi Flight Academy,China
2342,江西职业技术大学,Jiangxi University of Technology,China
2343,抚州医药学院,Fuzhou Medical College,China
2344,九江科技职业大学,Jiujiang Vocational University of Science and Technology,China
2345,上饶幼儿师范高等专科学校,Shangrao Preschool Education College,China
2346,抚州幼儿师范高等专科学校,Fuzhou Preschool Education College,China
2347,江西工业职业技术学院,Jiangxi Industry Polytechnic College,China
2348,江西医学高等专科学校,Jiangxi Medical College,China
2349,九江职业大学,Jiujiang Vocational University,China
2350,江西司法警官职业学院,Jiangxi Police Vocational College,China
2351,江西陶瓷工艺美术职业技术学院,Jiangxi Vocational College of Ceramic Arts and Crafts,China
2352,江西旅游商贸职业学院,Jiangxi Vocational College of Tourism and Commerce,China
2353,江西电力职业技术学院,Jiangxi Electric Power Vocational and Technical College,China
2354,江西环境工程职业学院,Jiangxi Vocational College of Environmental Engineering,China
2355,江西艺术职业学院,Jiangxi Vocational College of Art,China
2356,鹰潭职业技术学院,Yingtan Vocational and Technical College,China
2357,江西信息应用职业技术学院,Jiangxi Vocational College of Information Application Technology,China
2358,江西交通职业技术学院,Jiangxi Communications Vocational and Technical College,China
2359,江西财经职业学院,Jiangxi College of Finance and Economics,China
2360,江西应用技术职业学院,Jiangxi Vocational College of Applied Technology,China
2361,江西现代职业技术学院,Jiangxi Modern Vocational Technical College,China
2362,江西工业工程职业技术学院,Jiangxi Vocational Institute of Industry Engineering Technology,China
2363,江西机电职业技术学院,Jiangxi Mechanical & Electrical Engineering Vocational Technical College,China
2364,江西科技职业学院,Jiangxi Vocational College of Science and Technology,China
2365,江西外语外贸职业学院,Jiangxi Foreign Languages and Foreign Trade College,China
2366,江西工业贸易职业技术学院,Jiangxi Vocational College of Industry and Trade,China
2367,宜春职业技术学院,Yichun Vocational Technical College,China
2368,江西应用工程职业学院,Jiangxi Applied Engineering Vocational College,China
2369,江西生物科技职业学院,Jiangxi Vocational College of Bio-Science and Technology,China
2370,江西建设职业技术学院,Jiangxi Construction Vocational and Technical College,China
2371,抚州职业技术学院,Fuzhou Vocational and Technical College,China
2372,江西经济管理职业学院,Jiangxi Vocational College of Economics and Management,China
2373,江西制造职业技术学院,Jiangxi Manufacturing Vocational and Technical College,China
2374,江西工程职业学院,Jiangxi Engineering Vocational College,China
2375,江西青年职业学院,Jiangxi Youth Vocational College,China
2376,上饶职业技术学院,Shangrao Vocational and Technical College,China
2377,江西航空职业技术学院,Jiangxi Vocational College of Aeronautics,China
2378,江西农业工程职业学院,Jiangxi Vocational College of Agricultural Engineering,China
2379,赣西科技职业学院,Ganxi Vocational College of Science and Technology,China
2380,江西卫生职业学院,Jiangxi Vocational College of Health,China
2381,江西新能源科技职业学院,Jiangxi Vocational College of New Energy Technology,China
2382,江西枫林涉外经贸职业学院,Jiangxi Fenglin Vocational College of International Economics and Trade,China
2383,江西泰豪动漫职业学院,Jiangxi Taihao Animation Vocational College,China
2384,江西冶金职业技术学院,Jiangxi Metallurgical Vocational and Technical College,China
2385,江西管理职业学院,Jiangxi Vocational College of Management,China
2386,江西传媒职业学院,Jiangxi Vocational College of Media,China
2387,江西工商职业技术学院,Jiangxi Business and Technology Vocational College,China
2388,景德镇陶瓷职业技术学院,Jingdezhen Ceramic Vocational and Technical College,China
2389,赣州师范高等专科学校,Ganzhou Normal College,China
2390,江西水利职业学院,Jiangxi Vocational College of Water Conservancy,China
2391,宜春幼儿师范高等专科学校,Yichun Preschool Education College,China
2392,吉安职业技术学院,Ji'an Vocational and Technical College,China
2393,江西洪州职业学院,Jiangxi Hongzhou Vocational College,China
2394,江西师范高等专科学校,Jiangxi Normal College,China
2395,南昌影视传播职业学院,Nanchang Vocational College of Film and Television Communication,China
2396,赣南卫生健康职业学院,Gannan Vocational College of Health and Health,China
2397,萍乡卫生职业学院,Pingxiang Vocational College of Health,China
2398,江西婺源茶业职业学院,Jiangxi Wuyuan Tea Vocational College,China
2399,赣州职业技术学院,Ganzhou Vocational and Technical College,China
2400,南昌健康职业技术学院,Nanchang Vocational College of Health,China
2401,九江理工职业学院,Jiujiang Vocational College of Science and Technology,China
2402,和君职业学院,Hejun Vocational College,China
2403,吉安幼儿师范高等专科学校,Ji'an Preschool Education College,China
2404,上饶卫生健康职业学院,Shangrao Vocational College of Health and Health,China
2405,江西樟树中医药职业学院,Jiangxi Zhangshu College of Traditional Chinese Medicine,China
2406,赣东职业技术学院,Gandong Vocational Technical College,China
2407,江西电子信息职业技术学院,Jiangxi Vocational College of Electronic Information,China
2408,鹰潭卫生职业学院,Yingtan Vocational College of Health,China
2409,九江卫生健康职业学院,Jiujiang Vocational College of Health and Health,China
2410,新余职业技术学院,Xinyu Vocational and Technical College,China
2411,赣州起元职业学院,Ganzhou Qiyuan Vocational College,China
2412,赣州远恒佳职业学院,Ganzhou Yuanhengjia Vocational College,China
2413,山东大学,Shandong University,China
2414,中国海洋大学,Ocean University of China,China
2415,山东科技大学,Shandong University of Science and Technology,China
2416,中国石油大学（华东）,China University of Petroleum (East China),China
2417,青岛科技大学,Qingdao University of Science and Technology,China
2418,济南大学,University of Jinan,China
2419,青岛理工大学,Qingdao University of Technology,China
2420,山东建筑大学,Shandong Jianzhu University,China
2421,齐鲁工业大学,Qilu University of Technology,China
2422,山东理工大学,Shandong University of Technology,China
2423,山东农业大学,Shandong Agricultural University,China
2424,青岛农业大学,Qingdao Agricultural University,China
2425,山东第二医科大学,Shandong Second Medical University,China
2426,山东第一医科大学,Shandong First Medical University,China
2427,滨州医学院,Binzhou Medical University,China
2428,山东中医药大学,Shandong University of Traditional Chinese Medicine,China
2429,济宁医学院,Jining Medical University,China
2430,山东师范大学,Shandong Normal University,China
2431,曲阜师范大学,Qufu Normal University,China
2432,聊城大学,Liaocheng University,China
2433,德州学院,Dezhou University,China
2434,山东航空学院,Shandong Institute of Aeronautics,China
2435,鲁东大学,Ludong University,China
2436,临沂大学,Linyi University,China
2437,泰山学院,Taishan University,China
2438,济宁学院,Jining University,China
2439,菏泽学院,Heze University,China
2440,山东财经大学,Shandong University of Finance and Economics,China
2441,山东体育学院,Shandong Sport University,China
2442,山东艺术学院,Shandong University of Arts,China
2443,齐鲁医药学院,Qilu Medical University,China
2444,青岛滨海学院,Qingdao Binhai University,China
2445,枣庄学院,Zaozhuang University,China
